Network,Module,Predictor,Estimate,Pval,MO_Sets,Broad_Sets
Bicor-None_signum0.69_minSize20_merge_ME_0.85_18566,tan,Genotype,-0.370356047192415,0.00853622091327114,BARRES_ASTROCYTES (2.3e-40) | ZHANG_MOUSE_ASTROCYTES_2014 (1e-37) | ZEISEL_ASTROCYTE (1.3e-31) | kelley_astro (5.1e-26) | ZHANG_MOUSE_OPC_2014 (2.3e-24) | OLDHAM_CORTEX_MODULE_BROWN (9.8e-23) | AYHAN_2021_CA2_DE_NEU_CLUSTERS (2e-20) | ZHANG_MOUSE_MYELINATING_OLIGOS_2014 (9.2e-20) | DOYLE_CEREBELLAR_ASTROCYTES (3.1e-19) | BARRES_OLIGODENDROCYTES (6.3e-19) | JAKEL_2019_ASTROCYTE1 (3.4e-18) | DOYLE_BERGMAN_GLIA_CORRECTED (3.3e-17) | ZEISEL_OLIGODENDROCYTE (6.5e-17) | DOYLE_CORTICAL_OLIGODENDROCYTES_CMTM5 (4.3e-15) | OLDHAM_CORTEX_MODULE_TURQUOISE (1.5e-14) | AGARWAL_CTX_2020_OPC (2.1e-14) | JAKEL_2019_OLIGODENDROCYTE5 (2.2e-14) | kelley_astro (3.1e-14) | JAKEL_2019_OLIGODENDROCYTE3 (7.5e-14) | SIM_HUMAN_OLIGODENDROCYTE_PRECURSOR_CELLS (1.7e-13) | HABIB_2017_ASC1 (2e-13) | ABA_OLIGODENDROCYTES (2.5e-13) | VELMESHEV_2019_AST_PP (4.6e-13) | AYHAN_2021_ASTRO1 (3e-12) | MORABITO_2021_OLIGO8_DE_SUBTYPE_CLUSTERS (4e-12) | MGI_MP:0000953__ABNORMAL_OLIGODENDROCYTE_MORPHOLOGY (4.4e-12) | AGARWAL_CTX_2020_ODC (1.1e-11) | JAKEL_2019_OLIGODENDROCYTE3_DE_OG_CLUSTERS (1.5e-11) | JAKEL_2019_OPC (1.7e-11) | BERNARD_LAYER_VI_CORTEX_ENRICHED (2.1e-11) | JAKEL_2019_OLIGODENDROCYTE2 (2.2e-11) | ABA_ASTROCYTES (3.1e-11) | BACHOO_ASTROCYTES_SVM (3.8e-11) | JAKEL_2019_OLIGODENDROCYTE5_DE_OG_CLUSTERS (4.1e-11) | kelley_oligo (4.2e-11) | YANG_PFC_2021_OPC (4.9e-11) | VERHAAK_TCGA_CLASSIC__GBM_SUBTYPE (8.1e-11) | STANFORD_BRAIN_SW (9.1e-11) | PHILLIPS_MOST_DIFF_EXP_IN_PN_SUBTYPE_338_GENES (1.3e-10) | LUO_2019_ASTRO_FGF3R_CABLES1_DE_GLIAL_CLUSTERS (1.7e-10) | KAWAGUCHI_E14_CORTICAL_APICAL_PROGENITOR_CELLS (3.5e-10) | LUO_2019_OLIGO_MBP_AGAP1_DE_GLIAL_CLUSTERS (3.7e-10) | AYHAN_2021_OLIG4 (9.5e-10) | FIETZ_mSVZ<mVZ+mCP (1.2e-09) | Suva_single_cell_IDH-O_specific_genes_not_accounted_by_genetics_fig1F (1.2e-09) | YANG_2021_ASTROCYTE (1.8e-09) | JAKEL_2019_OLIGODENDROCYTE6 (2e-09) | AYHAN_2021_OPC3 (4.9e-09) | OLDHAM_CEREBELLUM_MODULE_TURQUOISE (7.8e-09) | AGARWAL_SN_2020_OPC (9e-09) | G2C_SYNAPTOSOME (1e-08) | JAKEL_2019_OPC_DE_OG_CLUSTERS (1.1e-08) | VELMESHEV_2019_AST_FB (1.2e-08) | AGARWAL_SN_2020_ODC_2 (1.3e-08) | TURCAN_CpG_HYPOMETHYLATED_IN_IDH1MUT_CLINICAL_SAMPLES_418_GENES (1.4e-08) | MGI_MP:0001732__POSTNATAL_GROWTH_RETARDATION (1.9e-08) | AGARWAL_CTX_2020_MICROGLIA (2e-08) | MGI_MP:0002207__ABNORMAL_LONG_TERM_POTENTIATION (2.1e-08) | RUNNE_DOWN_IN_HD_MODEL (2.3e-08) | Tesar_OPC_genes (2.5e-08) | OLDHAM_CAUDATE_NUCLEUS_MODULE_TURQUOISE (2.5e-08) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (3.1e-08) | OLDHAM_CEREBELLUM_MODULE_BROWN (3.2e-08) | CIRELLI_SLEEP_UP_CORTEX (3.5e-08) | LI_2018_ASTRO (4e-08) | LaMANNO_ENDOTHELIAL_MIDBRAIN (6e-08) | AYHAN_2021_GRA_NEU7_DE_NEU_CLUSTERS (6.8e-08) | AYHAN_2021_GRA_NEU5_DE_NEU_CLUSTERS (7.4e-08) | TURCAN_HYPOMETHYLATED_UPREGULATED_IN_IDH1MUT_CLINICAL_SAMPLES_236_GENES (8.4e-08) | MGI_MP:0000745__TREMORS (8.9e-08) | DOYLE_CEREBELLAR_OLIGODENDROCYTES_CMTM5 (1.1e-07) | ABSINTA_2021_NONREACTIVE_ASTROCYTE_DE_ASC_CLUSTERS (1.2e-07) | SCHIRMER_2019_ASTROCYTES (1.4e-07) | Suva_single_cell_astrocytoma_PC1/2_low_genes_oligo_like_genes_fig2A (1.5e-07) | VERHAAK_TCGA_PRONEURAL_GBM_SUBTYPE (1.9e-07) | LAKE_2018_AST (1.9e-07) | TRAN_HIP_2020_ASTRO_A_DE_PAIRWISE (1.9e-07) | G2C_MITOCHONDRIA (2.2e-07) | TRAN_AMY_2020_ASTRO_DE_PAIRWISE (2.3e-07) | TRAN_DLPFC_2020_ASTRO_DE_PAIRWISE (2.3e-07) | Suva_single_cell_astrocytoma_Oligo_program_genes_Fig2C (2.5e-07) | WATKINS_ERYTHROBLASTS (3.5e-07) | AYHAN_2021_CA3_1_DE_NEU_CLUSTERS (3.6e-07) | BACHOO_ASTROCYTES (3.8e-07) | AGARWAL_SN_2020_ODC_3 (3.9e-07) | MORABITO_2021_OLIGO7_DE_SUBTYPE_CLUSTERS (5.1e-07) | LOVATT_ASTROCYTES (6.5e-07) | FOSTER_MITOCHONDRIA_PROTEINS (8.2e-07) | FIETZ_hOSVZ>hVZ+hISVZ+hCP (8.4e-07) | MATHYS_2019_OPC1_DE_SUBTYPE_CLUSTERS (9.7e-07) | MGI_MP:0001393__ATAXIA (1.2e-06) | AYHAN_2021_OPC2 (1.2e-06) | HABIB_2017_OPC (1.3e-06) | MATHYS_2019_EX4_DE_SUBTYPE_CLUSTERS (1.4e-06) | GOKCE_OPC_STR (1.7e-06) | kelley_oligo (2e-06) | kelley_OPC (2.5e-06) | STANFORD_SREBPCLUSTER1_SW (2.6e-06) | AYHAN_2021_INH_GAD1_9_DE_IN_GAD1_CLUSTERS (3e-06) | AYHAN_2021_OLIG2 (3.8e-06) | MGI_MP:0000755__HINDLIMB_PARALYSIS (4.5e-06) | TRAN_ACC_2020_ASTRO_A (4.5e-06) | TRAN_NAC_2020_ASTRO_A (4.5e-06) | MGI_MP:0002272__ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY (5.4e-06) | AYHAN_2021_OPC1 (6.4e-06) | BAKKEN_2019_PVALB_GABAERGIC_DE_GABA_CLUSTERS (7.4e-06) | TRAN_HIP_2020_ASTRO_A (7.5e-06) | STANFORD_CEREBRUM-CEREBELLUM_SW (8e-06) | FIETZ_EXTRACELLULAR_MATRIX_GENE_CLUSTER_198_hVZ+hISVZ+hOSVZ+mVZ>hCP+mSVZ+mCP (1e-05),
Bicor-None_signum0.69_minSize20_merge_ME_0.85_18566,greenyellow,Region,-0.529438693188815,0.00804595240403793,FIETZ_mSVZ<mVZ+mCP (1e-16) | OLDHAM_CORTEX_MODULE_GREEN (1e-15) | OLDHAM_CORTEX_MODULE_BROWN (1.5e-15) | LOH_EXCITATORY_SYNAPSE_PROTEOME (3.8e-15) | BARRES_ASTROCYTES (4.6e-15) | ZEISEL_CA1PYRAMIDAL (2.1e-14) | DOYLE_CEREBELLAR_ASTROCYTES (6.8e-14) | ZHANG_MOUSE_ASTROCYTES_2014 (1.9e-13) | VELMESHEV_2019_NEU_NRGN_II (4.7e-13) | LUO_2019_ASTRO_FGF3R_CABLES1_DE_GLIAL_CLUSTERS (1.3e-12) | Gokce_mouse_D1_MSN_SC_RNAseq (1.5e-12) | GOKCE_D1MSN (1.5e-12) | VELMESHEV_2019_NEU_NRGN_I (1.6e-12) | DOYLE_BERGMAN_GLIA_CORRECTED (2.4e-12) | LAKE_2018_EX3E (2.9e-12) | LAKE_2018_IN4B (3.8e-12) | AYHAN_2021_OPC1 (4.3e-12) | MATHYS_2019_EX8_DE_SUBTYPE_CLUSTERS (7.6e-12) | AGARWAL_CTX_2020_IN4B_DE_IN_CLUSTERS (8.7e-12) | SUGINO_UP_GABAERGIC_NEURONS (2.4e-11) | JAKEL_2019_OPC_DE_OG_CLUSTERS (3.2e-11) | NAGY_2020_EX5 (3.4e-11) | LAKE_2018_IN1A (4.4e-11) | kelley_astro (4.8e-11) | MATHYS_2019_AST1_DE_SUBTYPE_CLUSTERS (4.9e-11) | BAKKEN_2019_L2_3_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (8.1e-11) | MATHYS_2019_IN8_DE_SUBTYPE_CLUSTERS (8.5e-11) | LAKE_2018_CER_OPC (9.9e-11) | LAKE_2018_EX1 (1.5e-10) | Layer2_He_NatNeuro_2017 (2.6e-10) | LAKE_2018_IN4B_DE_IN_CLUSTERS (3.2e-10) | AYHAN_2021_OPC4 (5.2e-10) | YANG_2021_OPC (5.6e-10) | LAKE_2018_EX3E_DE_EX_CLUSTERS (5.7e-10) | LAU_2020_EXCIT (6.1e-10) | MATHYS_2019_IN5_DE_SUBTYPE_CLUSTERS (8.3e-10) | LAKE_2018_IN8 (1e-09) | MATHYS_2019_EX4_DE_SUBTYPE_CLUSTERS (1e-09) | AYHAN_2021_CA3_2_DE_NEU_CLUSTERS (1e-09) | JAKEL_2019_ASTROCYTE1 (2e-09) | AYHAN_2021_OPC2 (2.7e-09) | LAKE_2018_IN6A (3.3e-09) | JAKEL_2019_NEURON4 (3.9e-09) | AGARWAL_SN_2020_OPC (4.1e-09) | RUNNE_DOWN_IN_HD_MODEL (5.6e-09) | LAKE_2018_IN2 (5.6e-09) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (6.5e-09) | MATHYS_2019_IN11_DE_SUBTYPE_CLUSTERS (9.9e-09) | LAKE_2018_EX3B (1.1e-08) | JAKEL_2019_COPC_DE_OG_CLUSTERS (1.9e-08) | LAKE_2018_EX3C (2.1e-08) | LAKE_2018_IN1B (2.3e-08) | BAKKEN_2019_LAMP5_GABAERGIC_DE_GABA_CLUSTERS (2.3e-08) | LAKE_2018_IN4A (2.4e-08) | LAKE_2018_IN4A_DE_IN_CLUSTERS (2.7e-08) | ABSINTA_2021_OPC (2.7e-08) | JAKEL_2019_OPC (2.7e-08) | AGARWAL_CTX_2020_EX1 (3.1e-08) | HABIB_2017_GABA2 (3.5e-08) | BACHOO_ASTROCYTES (3.8e-08) | VELMESHEV_2019_OPC (4e-08) | JAKEL_2019_NEURON3 (4.1e-08) | STANFORD_BRAIN_SW (4.2e-08) | AYHAN_2021_INH_GAD1_4_DE_IN_GAD1_CLUSTERS (4.2e-08) | ZEISEL_ASTROCYTE (5e-08) | LAKE_2018_IN7 (5.1e-08) | YANG_PFC_2021_SV2C_INTERNEURON (5.8e-08) | AYHAN_2021_ASTRO1 (6e-08) | HODGES_UP_IN_HD_CN_TOP100 (6.4e-08) | LAKE_2018_IN1C (6.7e-08) | YANG_PFC_2021_L2_3_EXCITATORY_NEURON (7.7e-08) | AYHAN_2021_OPC3 (7.7e-08) | AYHAN_2021_GRA_NEU1_DE_NEU_CLUSTERS (8.3e-08) | ABSINTA_2021_NEURON (9.9e-08) | AGARWAL_CTX_2020_OPC (1e-07) | LAKE_2018_IN1A_DE_IN_CLUSTERS (1.1e-07) | AYHAN_2021_IN_NEU5_DE_NEU_CLUSTERS (1.2e-07) | LAKE_2018_OPC_DE_OG_CLUSTERS (1.5e-07) | AYHAN_2021_INH_GAD1_5_DE_IN_GAD1_CLUSTERS (1.5e-07) | AYHAN_2021_DEN_GYR3 (1.7e-07) | HABIB_2017_GABA7_DE_GABA_CLUSTERS (1.8e-07) | AYHAN_2021_CA1_2_DE_NEU_CLUSTERS (2e-07) | MATHYS_2019_IN9_DE_SUBTYPE_CLUSTERS (2.2e-07) | AYHAN_2021_INH_GAD1_8_DE_IN_GAD1_CLUSTERS (2.5e-07) | TURCAN_HYPOMETHYLATED_UPREGULATED_IN_IDH1MUT_CLINICAL_SAMPLES_236_GENES (2.7e-07) | LAKE_2018_IN6B (2.7e-07) | FIETZ_EXTRACELLULAR_MATRIX_GENE_CLUSTER_198_hVZ+hISVZ+hOSVZ+mVZ>hCP+mSVZ+mCP (2.8e-07) | ZEISEL_INTERNEURON (3.1e-07) | LAKE_2018_CER_AST_CER (3.3e-07) | AYHAN_2021_INH_GAD1_0_DE_IN_GAD1_CLUSTERS (3.7e-07) | HODGES_UP_IN_HD_CN_Q1e-08 (4.6e-07) | ABSINTA_2021_MS_INFLAMED_ASTROCYTE_DE_ASC_CLUSTERS (5.2e-07) | AGARWAL_CTX_2020_IN4B (5.7e-07) | OLDHAM_CORTEX_MODULE_PINK (6.4e-07) | AYHAN_2021_IN_NEU1_DE_NEU_CLUSTERS (6.7e-07) | MATHYS_2019_EX0_DE_SUBTYPE_CLUSTERS (7.2e-07) | DOYLE_CORTICOTHALAMIC_NEURONS (7.3e-07) | BARRES_NEURONS (7.5e-07) | AYHAN_2021_CA2_DE_NEU_CLUSTERS (7.6e-07) | OLDHAM_CORTEX_MODULE_TURQUOISE (8.6e-07) | BAKKEN_2019_SNCG_GABAERGIC_DE_GABA_CLUSTERS (8.6e-07) | JAKEL_2019_NEURON5 (1e-06) | SCHIRMER_2019_ASTROCYTES (1.1e-06) | SCHIRMER_2019_EX_L2_3 (1.1e-06) | AYHAN_2021_GRA_NEU7_DE_NEU_CLUSTERS (1.1e-06) | BAKKEN_2019_L5_6_NP_GLUTAMATERGIC_DE_GLUT_CLUSTERS (1.2e-06) | BACHOO_ASTROCYTES_SVM (1.3e-06) | AGARWAL_CTX_2020_IN1A_DE_IN_CLUSTERS (1.4e-06) | LAKE_2018_EX1_DE_EX_CLUSTERS (1.4e-06) | JAKEL_2019_OLIGODENDROCYTE5 (1.7e-06) | MGI_MP:0005377__HEARING/VESTIBULAR/EAR_PHENOTYPE (1.8e-06) | LAKE_2018_OPC (1.8e-06) | AGARWAL_CTX_2020_EX4 (2.1e-06) | ABSINTA_2021_IMMUNE_OPC_DE_OG_CLUSTERS (2.1e-06) | JAKEL_2019_COPC (2.1e-06) | AGARWAL_CTX_2020_IN1C_DE_IN_CLUSTERS (2.2e-06) | AGARWAL_CTX_2020_IN8_DE_IN_CLUSTERS (2.2e-06) | MGI_MP:0002882__ABNORMAL_NEURON_MORPHOLOGY (2.3e-06) | LAKE_2018_IN6A_DE_IN_CLUSTERS (2.4e-06) | VELMESHEV_2019_AST_PP (2.5e-06) | MGI_MP:0000163__ABNORMAL_CARTILAGE_MORPHOLOGY (2.6e-06) | AGARWAL_CTX_2020_EX1_DE_EX_CLUSTERS (2.6e-06) | AGARWAL_CTX_2020_IN5_DE_IN_CLUSTERS (2.6e-06) | AYHAN_2021_INH_GAD1_10_DE_IN_GAD1_CLUSTERS (2.8e-06) | MATHYS_2019_EX1_DE_SUBTYPE_CLUSTERS (3.1e-06) | MATHYS_2019_OPC1_DE_SUBTYPE_CLUSTERS (3.3e-06) | LAKE_2018_EX6A (3.4e-06) | TURCAN_CpG_HYPERMETHYLATED_AND_DOWNREGULATED_IN_IDH1MUT_CLINICAL_SAMPLES_442_GENES (3.6e-06) | LAKE_2018_EX3C_DE_EX_CLUSTERS (3.8e-06) | YANG_PFC_2021_OPC (3.8e-06) | AYHAN_2021_IN_NEU3_DE_NEU_CLUSTERS (3.8e-06) | LAKE_2018_EX5A (4.2e-06) | MGI_MP:0002175__DECREASED_BRAIN_WEIGHT (4.4e-06) | GRUBMAN_2019_OPC (4.4e-06) | MGI_MP:0002085__ABNORMAL_EMBRYONIC_TISSUE_MORPHOLOGY (4.5e-06) | ZEISEL_EPENDYMAL (4.5e-06) | LAKE_2018_IN1C_DE_IN_CLUSTERS (5e-06) | YANG_2021_ASTROCYTE (5e-06) | BAKKEN_2019_SST_GABAERGIC_DE_GABA_CLUSTERS (5.8e-06) | KAWAGUCHI_E14_CORTICAL_APICAL_PROGENITOR_CELLS (5.9e-06) | SUGINO_UP_GLUTAMATERGIC_NEURONS (6.4e-06) | BAKKEN_2019_L6B_GLUTAMATERGIC_DE_GLUT_CLUSTERS (6.5e-06) | LAKE_2018_EX5B (6.6e-06) | YANG_2021_NEURON (6.9e-06) | SCHIRMER_2019_EX_L5_6 (7.2e-06) | MATHYS_2019_AST3_DE_SUBTYPE_CLUSTERS (7.5e-06) | kelley_Purkinje (8.2e-06) | LAU_2020_INHIT (9.3e-06) | LAKE_2018_EX4 (9.4e-06),
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,mediumpurple1,Genotype,-0.491876196058556,0.03356267659478,,
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,blueviolet,Genotype,-0.50727457979728,0.0224970418435327,JAKEL_2019_NEURON5 (8.9e-09) | OLDHAM_CORTEX_MODULE_GREEN (5.2e-07) | JAKEL_2019_NEURON4 (1.3e-06) | HODGES_DOWN_IN_HD_CN_Q1e-08 (2.3e-06) | VELMESHEV_2019_NEU_NRGN_II (4e-06) | VELMESHEV_2019_NEU_NRGN_I (6.5e-06),
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,brown,Region,-0.54996289027737,0.0068883843795503,ZEISEL_CA1PYRAMIDAL (3.8e-19) | LOH_EXCITATORY_SYNAPSE_PROTEOME (3.7e-18) | BAKKEN_2019_L2_3_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (3.4e-17) | RUNNE_DOWN_IN_HD_MODEL (2e-13) | LAKE_2018_IN4B (6e-13) | YANG_PFC_2021_SV2C_INTERNEURON (6.6e-12) | MATHYS_2019_IN8_DE_SUBTYPE_CLUSTERS (7.8e-12) | LAKE_2018_IN1B (9.7e-12) | Layer2_He_NatNeuro_2017 (3.9e-11) | LAKE_2018_IN1A (4.7e-11) | AGARWAL_CTX_2020_IN4B_DE_IN_CLUSTERS (7e-11) | LAKE_2018_CER_OPC (7.7e-11) | BAKKEN_2019_LAMP5_GABAERGIC_DE_GABA_CLUSTERS (7.9e-11) | AYHAN_2021_IN_NEU1_DE_NEU_CLUSTERS (8.4e-11) | YANG_PFC_2021_SST_INTERNEURON (1.1e-10) | AYHAN_2021_CA3_2_DE_NEU_CLUSTERS (1.5e-10) | Gokce_mouse_D1_MSN_SC_RNAseq (1.6e-10) | GOKCE_D1MSN (1.6e-10) | SUGINO_UP_GABAERGIC_NEURONS (1.7e-10) | AYHAN_2021_OPC1 (1.7e-10) | LAU_2020_INHIT (1.8e-10) | VELMESHEV_2019_OPC (2.8e-10) | LAKE_2018_IN2 (7.8e-10) | MATHYS_2019_IN5_DE_SUBTYPE_CLUSTERS (8.5e-10) | LAKE_2018_IN4A (1.5e-09) | AGARWAL_CTX_2020_IN4B (1.6e-09) | JAKEL_2019_NEURON3 (2.2e-09) | AYHAN_2021_IN_NEU3_DE_NEU_CLUSTERS (2.9e-09) | LAKE_2018_IN8 (3.9e-09) | AYHAN_2021_OPC2 (5e-09) | AYHAN_2021_IN_NEU5_DE_NEU_CLUSTERS (5.4e-09) | YANG_2021_OPC (6.3e-09) | AGARWAL_CTX_2020_IN5_DE_IN_CLUSTERS (1.4e-08) | MATHYS_2019_IN11_DE_SUBTYPE_CLUSTERS (1.4e-08) | LAKE_2018_OPC (1.7e-08) | LAKE_2018_IN4A_DE_IN_CLUSTERS (1.8e-08) | LAKE_2018_IN4B_DE_IN_CLUSTERS (1.9e-08) | LAKE_2018_IN7 (2.1e-08) | MATHYS_2019_EX0_DE_SUBTYPE_CLUSTERS (2.1e-08) | JAKEL_2019_OPC_DE_OG_CLUSTERS (2.4e-08) | LUO_2019_INH_MGE_B3GAT2_AOAH_DE_NEURON_CLUSTERS (2.6e-08) | ABSINTA_2021_OPC (2.9e-08) | AYHAN_2021_IN_NEU4_DE_NEU_CLUSTERS (3.2e-08) | LAKE_2018_EX1_DE_EX_CLUSTERS (5.6e-08) | AYHAN_2021_INH_GAD1_7_DE_IN_GAD1_CLUSTERS (5.6e-08) | MATHYS_2019_IN9_DE_SUBTYPE_CLUSTERS (6.6e-08) | LAKE_2018_IN6A (6.7e-08) | JAKEL_2019_COPC_DE_OG_CLUSTERS (7.2e-08) | MORABITO_2021_ASTROCYTE4_DE_SUBTYPE_CLUSTERS (8.9e-08) | TRAN_AMY_2020_INHIB_C (1.1e-07) | TRAN_DLPFC_2020_INHIB_C (1.1e-07) | LAKE_2018_IN1C (1.3e-07) | YANG_2021_NEURON (1.3e-07) | Gokce_D1_Cxcl14_MSN_SC_RNAseq (1.5e-07) | GOKCE_D1_CXCL14_MSN (1.5e-07) | FIETZ_mSVZ>mVZ+mCP (1.6e-07) | YANG_PFC_2021_OPC (1.7e-07) | LUO_2019_INH_CGE_NDNF_CPNE2_DE_NEURON_CLUSTERS (1.7e-07) | VELMESHEV_2019_IN_SST (3.3e-07) | MANCARCI_DOPAMINERGIC_SNC (3.6e-07) | AGARWAL_CTX_2020_EX1_DE_EX_CLUSTERS (4.1e-07) | LAKE_2018_IN1A_DE_IN_CLUSTERS (4.1e-07) | AYHAN_2021_GRA_NEU1_DE_NEU_CLUSTERS (4.2e-07) | AGARWAL_CTX_2020_IN8_DE_IN_CLUSTERS (4.5e-07) | BARRES_NEURONS (5e-07) | HABIB_2017_GABA2 (6e-07) | AGARWAL_CTX_2020_IN5 (7.2e-07) | GRUBMAN_2019_OPC (7.3e-07) | MATHYS_2019_EX8_DE_SUBTYPE_CLUSTERS (8.2e-07) | MATHYS_2019_AST1_DE_SUBTYPE_CLUSTERS (8.6e-07) | LAKE_2018_IN1C_DE_IN_CLUSTERS (8.7e-07) | YANG_PFC_2021_VIP_INTERNEURON (9.4e-07) | AYHAN_2021_DEN_GYR3 (9.4e-07) | BAKKEN_2019_L6_IT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (9.5e-07) | ABSINTA_2021_IMMUNE_OPC_DE_OG_CLUSTERS (9.9e-07) | JAKEL_2019_COPC (9.9e-07) | LAKE_2018_IN6B (1.1e-06) | LAKE_2018_IN1B_DE_IN_CLUSTERS (1.3e-06) | AGARWAL_SN_2020_OPC (1.5e-06) | LAKE_2018_OPC_DE_OG_CLUSTERS (1.5e-06) | AGARWAL_CTX_2020_IN1C_DE_IN_CLUSTERS (1.7e-06) | MATHYS_2019_IN2_DE_SUBTYPE_CLUSTERS (1.7e-06) | JAKEL_2019_OPC (1.7e-06) | AYHAN_2021_INH_GAD1_6_DE_IN_GAD1_CLUSTERS (1.8e-06) | MATHYS_2019_IN6_DE_SUBTYPE_CLUSTERS (1.9e-06) | ZEISEL_INTERNEURON (2.1e-06) | LOH_EXCITATORY_SYNAPSE_PROTEOME_TruePos (2.4e-06) | BAKKEN_2019_SNCG_GABAERGIC_DE_GABA_CLUSTERS (2.4e-06) | AYHAN_2021_OPC4 (2.4e-06) | BAKKEN_2019_SST_GABAERGIC_DE_GABA_CLUSTERS (2.5e-06) | LAKE_2018_CER_AST_CER (2.7e-06) | AGARWAL_CTX_2020_IN1B (2.8e-06) | ABSINTA_2021_NONREACTIVE_ASTROCYTE_DE_ASC_CLUSTERS (2.9e-06) | LAKE_2018_EX1 (3.2e-06) | DOYLE_CEREBELLAR_ASTROCYTES (3.4e-06) | DOYLE_BERGMAN_GLIA_CORRECTED (3.8e-06) | YANG_PFC_2021_PV_INTERNEURON (3.9e-06) | LAKE_2018_IN6B_DE_IN_CLUSTERS (4.7e-06) | LUO_2019_INH_MGE_B3GAT2_PCDH7_DE_NEURON_CLUSTERS (5.3e-06) | BAKKEN_2019_L5_6_NP_GLUTAMATERGIC_DE_GLUT_CLUSTERS (5.9e-06) | AYHAN_2021_CA1_2_DE_NEU_CLUSTERS (5.9e-06) | AYHAN_2021_INH_GAD1_5_DE_IN_GAD1_CLUSTERS (5.9e-06) | LAKE_2018_IN6A_DE_IN_CLUSTERS (6.1e-06) | AYHAN_2021_INH_GAD1_4_DE_IN_GAD1_CLUSTERS (6.1e-06) | VELMESHEV_2019_NEU_NRGN_I (6.3e-06) | LUO_2019_INH_MGE_B3GAT2_CHST11_DE_NEURON_CLUSTERS (6.9e-06) | MATHYS_2019_IN1_DE_SUBTYPE_CLUSTERS (7.5e-06) | Tesar_OPC_genes (8.1e-06) | YANG_PFC_2021_L2_3_EXCITATORY_NEURON (8.3e-06) | VELMESHEV_2019_NEU_NRGN_II (8.9e-06) | LAKE_2018_CER_PURK1 (9.1e-06) | MATHYS_2019_EX4_DE_SUBTYPE_CLUSTERS (9.1e-06) | OLDHAM_CORTEX_MODULE_BROWN (9.7e-06),
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,pink4,Genotype,-0.55303477861193,6.06770751910114e-05,,
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,yellow4,Region,-0.629897391635912,0.000184688292071912,,
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,skyblue,Genotype,-0.419533669658798,0.0449780471917727,ZHANG_MOUSE_ASTROCYTES_2014 (5.1e-20) | BARRES_ASTROCYTES (6.8e-20) | kelley_astro (2.2e-14) | OLDHAM_CORTEX_MODULE_BROWN (6e-14) | KAWAGUCHI_E14_CORTICAL_APICAL_PROGENITOR_CELLS (3.9e-13) | JAKEL_2019_ASTROCYTE1 (6.4e-13) | AYHAN_2021_CA2_DE_NEU_CLUSTERS (2.2e-11) | AGARWAL_CTX_2020_OPC (7.2e-11) | ZEISEL_ASTROCYTE (1.2e-10) | DOYLE_CEREBELLAR_ASTROCYTES (2.1e-10) | VELMESHEV_2019_AST_PP (2.3e-10) | ZHANG_MOUSE_OPC_2014 (4.8e-10) | AYHAN_2021_ASTRO1 (5.3e-10) | MATHYS_2019_OPC1_DE_SUBTYPE_CLUSTERS (4.6e-09) | BACHOO_ASTROCYTES (7e-09) | HABIB_2017_ASC1 (5.8e-08) | HUMAN_RADIAL_GLIA_CANDIDATES_INTERSECT_MOSET6718_MOSET6745 (5.9e-08) | ABA_ASTROCYTES (8.8e-08) | LUO_2019_ASTRO_FGF3R_CABLES1_DE_GLIAL_CLUSTERS (8.9e-08) | BACHOO_ASTROCYTES_SVM (2.1e-07) | Suva_single_cell_astrocytoma_Astro_program_genes_Fig2C (4.1e-07) | ABSINTA_2021_MS_INFLAMED_ASTROCYTE_DE_ASC_CLUSTERS (4.6e-07) | ASHKAN_E14_RADIAL_GLIA (1.7e-06) | PHILLIPS_MOST_DIFF_EXP_IN_PN_SUBTYPE_338_GENES (2.2e-06) | LAKE_2018_AST (3.3e-06) | MORABITO_2021_OLIGO7_DE_SUBTYPE_CLUSTERS (4.1e-06) | HODGES_UP_IN_HD_CN_Q1e-08 (5.1e-06) | VELMESHEV_2019_AST_FB (5.5e-06),
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,darkseagreen4,Region,-0.524640006850503,0.0187592729250613,,
Bicor-None_signum0.69_minSize8_merge_ME_0.85_18566,palevioletred3,Region,0.492387850406628,0.0307477701215113,AYHAN_2021_IN_NEU4_DE_NEU_CLUSTERS (4e-06) | BAKKEN_2019_L6_CT_GLUTAMATERGIC_DE_GLUT_CLUSTERS (6.6e-06) | HPRD_WNT_SIGNALING_PATHWAY (8.9e-06),
